6  0.81298  
6  1.48953  
6  2.11854  
6  2.82324  
6  3.52361  
6  4.22618  
6  4.92681  
6  5.62497  
6  6.32351  
6  7.02168  
6  7.66631  
6  7.75939  
6  7.85243  
6  7.9245  
6  7.99476  
6  8.04864  
6  8.10366  
7  8.15157  
7  8.19469  
7  8.23739  
7  8.27326  
7  8.30614  
7  8.33301  
7  8.36432  
7  8.39017  
7  8.41053  
7  8.43653  
8  8.45425  
8  8.47425  
8  8.49521  
8  8.51071  
8  8.52858  
8  8.54131  
8  8.55678  
8  8.57187  
8  8.58478  
8  8.59554  
9  8.60699  
9  8.61973  
9  8.63027  
9  8.6382  
9  8.64992  
9  8.65908  
9  8.66651  
9  8.67452  
9  8.68429  
9  8.69078  
10  8.69942  
10  8.70654  
10  8.71339  
10  8.71883  
10  8.72458  
10  8.73053  
10  8.73832  
10  8.74273  
10  8.7495  
10  8.753  
11  8.759  
11  8.76401  
11  8.7682  
11  8.77265  
11  8.77884  
11  8.7832  
11  8.78614  
11  8.7901  
11  8.79445  
11  8.79813  
12  8.80175  
12  8.80681  
12  8.81036  
12  8.81381  
12  8.81594  
12  8.81925  
12  8.82233  
12  8.82568  
12  8.82975  
12  8.83156  
13  8.83485  
13  8.83716  
13  8.84111  
13  8.8428  
13  8.84638  
13  8.84824  
13  8.85058  
13  8.85308  
13  8.85506  
13  8.85852  
14  8.85973  
14  8.86213  
14  8.86433  
14  8.86663  
14  8.86862  
14  8.8714  
14  8.8724  
14  8.87447  
14  8.87725  
14  8.87846  
15  8.88027  
15  8.88204  
15  8.88363  
15  8.88542  
15  8.88741  
15  8.8896  
15  8.89041  
15  8.89283  
15  8.8944  
15  8.89497  
16  8.89667  
16  8.89802  
16  8.90041  
16  8.90121  
16  8.90264  
16  8.90463  
16  8.90538  
16  8.90733  
16  8.90865  
16  8.90948  
17  8.91121  
17  8.91173  
17  8.91369  
17  8.91441  
17  8.91526  
17  8.91657  
17  8.91756  
17  8.91871  
17  8.9202  
17  8.92124  
18  8.92221  
18  8.92392  
18  8.92424  
18  8.92521  
18  8.92702  
18  8.92751  
18  8.92859  
18  8.92931  
18  8.93052  
18  8.93114  
19  8.9323  
19  8.93374  
19  8.93411  
19  8.93554  
19  8.93601  
19  8.93687  
19  8.93768  
19  8.93856  
19  8.93916  
19  8.94066  
20  8.94098  
20  8.9417  
20  8.94256  
20  8.94348  
20  8.94461  
20  8.94537  
20  8.94544  
20  8.94622  
